Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Вид товара";Размеры;Толщина
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.50х1000";339.17;rom-poliatsetal-prutok-chernyj-d50h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.50х1000";"РОМ Полиацеталь пруток черный д.50х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.55х1000";415.48;rom-poliatsetal-prutok-d55h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.55х1000";415.48;rom-poliatsetal-prutok-chernyj-d55h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.55х1000";"РОМ Полиацеталь пруток черный д.55х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.60х1000";501.43;rom-poliatsetal-prutok-d60h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.60х1000";501.43;rom-poliatsetal-prutok-chernyj-d60h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.60х1000";"РОМ Полиацеталь пруток черный д.60х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.65х1000";585.57;rom-poliatsetal-prutok-d65h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.65х1000";585.57;rom-poliatsetal-prutok-chernyj-d65h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.65х1000";"РОМ Полиацеталь пруток черный д.65х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.70х1000";676.22;rom-poliatsetal-prutok-d70h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.70х1000";676.22;rom-poliatsetal-prutok-chernyj-d70h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.70х1000";"РОМ Полиацеталь пруток черный д.70х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.75х1000";773.41;rom-poliatsetal-prutok-d75h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.75х1000";773.41;rom-poliatsetal-prutok-chernyj-d75h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.75х1000";"РОМ Полиацеталь пруток черный д.75х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.80х1000";877.10;rom-poliatsetal-prutok-d80h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.80х1000";877.10;rom-poliatsetal-prutok-chernyj-d80h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.80х1000";"РОМ Полиацеталь пруток черный д.80х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.85х1000";987.34;rom-poliatsetal-prutok-d85h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.85х1000";987.34;rom-poliatsetal-prutok-chernyj-d85h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.85х1000";"РОМ Полиацеталь пруток черный д.85х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.90х1000";1104.08;rom-poliatsetal-prutok-d90h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.90х1000";1104.08;rom-poliatsetal-prutok-chernyj-d90h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.90х1000";"РОМ Полиацеталь пруток черный д.90х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.100х1000";1357.15;rom-poliatsetal-prutok-d100h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.100х1000";1357.15;rom-poliatsetal-prutok-chernyj-d100h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.100х1000";"РОМ Полиацеталь пруток черный д.100х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.110х1000";1636.29;rom-poliatsetal-prutok-d110h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.110х1000";1636.29;rom-poliatsetal-prutok-chernyj-d110h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.110х1000";"РОМ Полиацеталь пруток черный д.110х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.120х1000";1941.53;rom-poliatsetal-prutok-d120h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.120х1000";1941.53;rom-poliatsetal-prutok-chernyj-d120h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.120х1000";"РОМ Полиацеталь пруток черный д.120х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.130х1000";2272.86;rom-poliatsetal-prutok-d130h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.130х1000";2272.86;rom-poliatsetal-prutok-chernyj-d130h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.130х1000";"РОМ Полиацеталь пруток черный д.130х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.140х1000";2630.28;rom-poliatsetal-prutok-d140h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.140х1000";2630.28;rom-poliatsetal-prutok-chernyj-d140h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.140х1000";"РОМ Полиацеталь пруток черный д.140х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.150х1000";3013.79;rom-poliatsetal-prutok-d150h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.150х1000";3013.79;rom-poliatsetal-prutok-chernyj-d150h1000;1;0;;;;;;"РОМ Полиацеталь пруток  д.150х1000";"РОМ Полиацеталь пруток  д.150х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.160х1000";3526.09;rom-poliatsetal-prutok-d160h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.160х1000";3526.09;rom-poliatsetal-prutok-chernyj-d160h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.160х1000";"РОМ Полиацеталь пруток черный д.160х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.170х1000";3974.85;rom-poliatsetal-prutok-d170h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.170х1000";3974.85;rom-poliatsetal-prutok-chernyj-d170h1000;1;0;;;;;;"РОМ Полиацеталь пруток  д.170х1000";"РОМ Полиацеталь пруток  д.170х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.180х1000";4450.48;rom-poliatsetal-prutok-d180h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.180х1000";4450.48;rom-poliatsetal-prutok-chernyj-d180h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.180х1000";"РОМ Полиацеталь пруток черный д.180х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток д.210х1000";6038.60;rom-poliatsetal-prutok-d210h1000;1;0;;;;;;"РОМ Полиацеталь пруток д.210х1000";"РОМ Полиацеталь пруток д.210х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь пруток черный д.210х1000";6038.60;rom-poliatsetal-prutok-chernyj-d210h1000;1;0;;;;;;"РОМ Полиацеталь пруток черный д.210х1000";"РОМ Полиацеталь пруток черный д.210х1000";;;;;пруток;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 10х590х2000";2485.11;rom-poliatsetal-list-10h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 10х590х2000";"РОМ Полиацеталь лист 10х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 12х590х2000";2936.94;rom-poliatsetal-list-12h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 12х590х2000";"РОМ Полиацеталь лист 12х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 15х590х2000";3614.70;rom-poliatsetal-list-15h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 15х590х2000";"РОМ Полиацеталь лист 15х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 20х590х2000";4744.30;rom-poliatsetal-list-20h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 20х590х2000";"РОМ Полиацеталь лист 20х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 30х590х2000";6921.86;rom-poliatsetal-list-30h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 30х590х2000";"РОМ Полиацеталь лист 30х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 40х590х2000";9154.71;rom-poliatsetal-list-40h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 40х590х2000";"РОМ Полиацеталь лист 40х590х2000";;;;;лист;;
"Конструкционный пластик/Полиацеталь (POM)";"РОМ Полиацеталь лист 50х590х2000";11387.57;rom-poliatsetal-list-50h590h2000;1;0;;;;;;"РОМ Полиацеталь лист 50х590х2000";"РОМ Полиацеталь лист 50х590х2000";;;;;лист;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.70х1000";750.91;ra6--mos2-poliamid-prutok-d70h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.75х1000";767.53;ra6-poliamid-prutok-d75h1000-497;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.75х1000";767.53;ra6-poliamid-prutok-chernyj-d75h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.75х1000";"РА6 Полиамид пруток черный д.75х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.80х1000";870.44;ra6-poliamid-prutok-d80h1000-498;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.80х1000";870.44;ra6-poliamid-prutok-chernyj-d80h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.80х1000";"РА6 Полиамид пруток черный д.80х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.80х1000";1037.08;ra6--mos2-poliamid-prutok-d80h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.85х1000";973.98;ra6-poliamid-prutok-d85h1000-499;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.85х1000";973.98;ra6-poliamid-prutok-d85h1000;1;0;;;;;;"РА6 Полиамид пруток  д.85х1000";"РА6 Полиамид пруток  д.85х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.90х1000";1095.70;ra6-poliamid-prutok-d90h1000-500;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.90х1000";1095.70;ra6-poliamid-prutok-chernyj-d90h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.90х1000";"РА6 Полиамид пруток черный д.90х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.90х1000";1305.46;ra6--mos2-poliamid-prutok-d90h1000;0;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.95х1000";1218.04;ra6-poliamid-prutok-d95h1000-501;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.95х1000";1218.04;ra6-poliamid-prutok-chernyj-d95h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.95х1000";"РА6 Полиамид пруток черный д.95х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.100х1000";1346.83;ra6-poliamid-prutok-d100h1000-502;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.100х1000";1346.83;ra6-poliamid-prutok-chernyj-d100h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.100х1000";"РА6 Полиамид пруток черный д.100х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.100х1000";1507.03;ra6--mos2-poliamid-prutok-d100h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.110х1000";1623.86;ra6-poliamid-prutok-d110h1000-503;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.110х1000";1623.86;ra6-poliamid-prutok-chernyj-d110h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.110х1000";"РА6 Полиамид пруток черный д.110х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.110х1000";1934.74;ra6--mos2-poliamid-prutok-d110h1000;0;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.120х1000";1926.79;ra6-poliamid-prutok-d120h1000-504;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.120х1000";1926.79;ra6-poliamid-prutok-chernyj-d120h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.120х1000";"РА6 Полиамид пруток черный д.120х1000";;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 + Mos2 Полиамид пруток д.120х1000";2295.65;ra6--mos2-poliamid-prutok-d120h1000;0;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток д.130х1000";2255.60;ra6-poliamid-prutok-d130h1000-505;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиамид (PA)";"РА6 Полиамид пруток черный д.130х1000";2255.60;ra6-poliamid-prutok-chernyj-d130h1000;1;0;;;;;;"РА6 Полиамид пруток черный д.130х1000";"РА6 Полиамид пруток черный д.130х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток сварной серый (цена указана за 1 кг)";153.00;rr-polipropilen-prutok-svarnoj-seryj-tsena-ukazana-za-1-kg;1;0;;;;;;"РР Полипропилен пруток сварной серый (цена указана за 1 кг)";"РР Полипропилен пруток сварной серый (цена указана за 1 кг)";;;;izobrazhenie-041_11.jpg;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток сварной голубой (цена указана за 1 кг)";153.00;rr-polipropilen-prutok-svarnoj-goluboj-tsena-ukazana-za-1-kg;1;0;;;;;;"РР Полипропилен пруток сварной голубой (цена указана за 1 кг)";"РР Полипропилен пруток сварной голубой (цена указана за 1 кг)";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.20х1000";33.35;rr-polipropilen-prutok-seryj-d20h1000;1;0;;;;;;"РР Полипропилен пруток серый д.20х1000";"РР Полипропилен пруток серый д.20х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый  д.30х1000";71.60;rr-polipropilen-prutok-seryj-d30h1000;1;0;;;;;;"РР Полипропилен пруток серый  д.30х1000";"РР Полипропилен пруток серый  д.30х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.40х1000";127.29;rr-polipropilen-prutok-seryj-d40h1000;1;0;;;;;;"РР Полипропилен пруток серый д.40х1000";"РР Полипропилен пруток серый д.40х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.50х1000";195.12;rr-polipropilen-prutok-seryj-d50h1000;1;0;;;;;;"РР Полипропилен пруток  д.50х1000";"РР Полипропилен пруток  д.50х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.55х1000";234.45;rr-polipropilen-prutok-seryj-d55h1000;1;0;;;;;;"РР Полипропилен пруток серый д.55х1000";"РР Полипропилен пруток серый д.55х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый  д.60х1000";270.67;rr-polipropilen-prutok-seryj-d60h1000;1;0;;;;;;"РР Полипропилен пруток серый  д.60х1000";"РР Полипропилен пруток серый  д.60х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.65х1000";316.09;rr-polipropilen-prutok-seryj-d65h1000;1;0;;;;;;"РР Полипропилен пруток серый д.65х1000";"РР Полипропилен пруток серый д.65х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.70х1000";365.02;rr-polipropilen-prutok-seryj-d70h1000;1;0;;;;;;"РР Полипропилен пруток серый д.70х1000";"РР Полипропилен пруток серый д.70х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.80х1000";473.46;rr-polipropilen-prutok-seryj-d80h1000;1;0;;;;;;"РР Полипропилен пруток  д.80х1000";"РР Полипропилен пруток  д.80х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.90х1000";595.98;rr-polipropilen-prutok-seryj-d90h1000;1;0;;;;;;"РР Полипропилен пруток серый д.90х1000";"РР Полипропилен пруток серый д.90х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.100х1000";732.58;rr-polipropilen-prutok-seryj-d100h1000;1;0;;;;;;"РР Полипропилен пруток серый д.100х1000";"РР Полипропилен пруток серый д.100х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.110х1000";883.27;rr-polipropilen-prutok-seryj-d110h1000;1;0;;;;;;"РР Полипропилен пруток серый д.110х1000";"РР Полипропилен пруток серый д.110х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.120х1000";1048.03;rr-polipropilen-prutok-seryj-d120h1000;1;0;;;;;;"РР Полипропилен пруток серый д.120х1000";"РР Полипропилен пруток серый д.120х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.130х1000";1226.88;rr-polipropilen-prutok-seryj-d130h1000;1;0;;;;;;"РР Полипропилен пруток серый д.130х1000";"РР Полипропилен пруток серый д.130х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.140х1000";1419.81;rr-polipropilen-prutok-seryj-d140h1000;1;0;;;;;;"РР Полипропилен пруток  д.140х1000";"РР Полипропилен пруток  д.140х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.150х1000";1626.83;rr-polipropilen-prutok-seryj-d150h1000;1;0;;;;;;"РР Полипропилен пруток серый д.150х1000";"РР Полипропилен пруток серый д.150х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен пруток серый д.160х1000";1947.71;rr-polipropilen-prutok-seryj-d160h1000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;пруток;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 2х1000х2000";288.80;rr-polipropilen-list-seryj-2h1000h2000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 3х1000х2000";433.20;rr-polipropilen-list-seryj-3h1000h2000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 4х1000х2000";577.60;rr-polipropilen-list-seryj-4h1000h2000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 4х1200х3000";1039.68;rr-polipropilen-list-seryj-4h1200h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 5х1000х2000";722.00;rr-polipropilen-list-seryj-5h1000h2000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 5х1200х3000";1299.60;rr-polipropilen-list-seryj-5h1200h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 5х1500х3000";1624.50;rr-polipropilen-list-seryj-5h1500h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 6х1200х3000";1559.52;rr-polipropilen-list-seryj-6h1200h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 6х1500х3000";1949.40;rr-polipropilen-list-seryj-6h1500h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полипропилен (PP)";"РР Полипропилен лист серый 8х1500х3000";2599.20;rr-polipropilen-list-seryj-8h1500h3000;1;0;;;;;;"РР Полипропилен пруток  д.160х1000";"РР Полипропилен пруток  д.160х1000";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.65х1000";339.57;re-polietilen-prutok-d65h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.65х1000";339.57;re-polietilen-prutok-chernyj-d65h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.65х1000";"РЕ Полиэтилен  пруток  д.65х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.70х1000";392.15;re-polietilen-prutok-d70h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.70х1000";392.15;re-polietilen-prutok-chernyj-d70h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.70х1000";"РЕ Полиэтилен  пруток черный д.70х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.75х1000";448.50;re-polietilen-prutok-d75h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.75х1000";448.50;re-polietilen-prutok-chernyj-d75h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.75х1000";"РЕ Полиэтилен  пруток черный д.75х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.80х1000";508.64;re-polietilen-prutok-d80h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.80х1000";508.64;re-polietilen-prutok-chernyj-d80h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.80х1000";"РЕ Полиэтилен  пруток черный д.80х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.85х1000";572.55;re-polietilen-prutok-d85h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.85х1000";572.55;re-polietilen-prutok-chernyj-d85h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.85х1000";"РЕ Полиэтилен  пруток  д.85х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.90х1000";640.26;re-polietilen-prutok-d90h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.90х1000";640.26;re-polietilen-prutok-chernyj-d90h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.90х1000";"РЕ Полиэтилен  пруток черный д.90х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.100х1000";787.01;re-polietilen-prutok-d100h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.100х1000";787.01;re-polietilen-prutok-chernyj-d100h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.100х1000";"РЕ Полиэтилен  пруток черный д.100х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.110х1000";948.89;re-polietilen-prutok-d110h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.110х1000";948.89;re-polietilen-prutok-chernyj-d110h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.110х1000";"РЕ Полиэтилен  пруток черный д.110х1000";;;;;пруток;;
